mc_id,medicao_id,frente_id,tipo,descricao,comprimento,ast,resultado
mc_b4c43331a8,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 102 - 101568.0 - Cabo De Cobre Flexível Isolado, 120 Mm², 0,6/1,0 Kv, Para Rede Aérea De Distribuição De Energia Elétrica De Baixa Tensão - Fornecimento E Instalação. Af_07/2020",0.0,160.69,0.0
mc_2e35de2dba,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 103 - 101561.0 - Cabo De Cobre Flexível Isolado, 16 Mm², 0,6/1,0 Kv, Para Rede Aérea De Distribuição De Energia Elétrica De Baixa Tensão - Fornecimento E Instalação. Af_07/2020",0.0,20.96,0.0
mc_0db09ec53f,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 104 - 101562.0 - Cabo De Cobre Flexível Isolado, 25 Mm², 0,6/1,0 Kv, Para Rede Aérea De Distribuição De Energia Elétrica De Baixa Tensão - Fornecimento E Instalação. Af_07/2020",0.0,32.45,0.0
mc_9ff09eef9b,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 105 - 101563.0 - Cabo De Cobre Flexível Isolado, 35 Mm², 0,6/1,0 Kv, Para Rede Aérea De Distribuição De Energia Elétrica De Baixa Tensão - Fornecimento E Instalação. Af_07/2020",0.0,45.84,0.0
mc_2f9162e631,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 106 - 101564.0 - Cabo De Cobre Flexível Isolado, 50 Mm², 0,6/1,0 Kv, Para Rede Aérea De Distribuição De Energia Elétrica De Baixa Tensão - Fornecimento E Instalação. Af_07/2020",0.0,67.73,0.0
mc_2f0b976151,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 107 - 101565.0 - Cabo De Cobre Flexível Isolado, 70 Mm², 0,6/1,0 Kv, Para Rede Aérea De Distribuição De Energia Elétrica De Baixa Tensão - Fornecimento E Instalação. Af_07/2020",0.0,94.69,0.0
mc_5fdd2fb799,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 108 - 101567.0 - Cabo De Cobre Flexível Isolado, 95 Mm², 0,6/1,0 Kv, Para Rede Aérea De Distribuição De Energia Elétrica De Baixa Tensão - Fornecimento E Instalação. Af_07/2020",0.0,122.91,0.0
mc_7d6a951fbf,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 109 - 101501.0 - Entrada De Energia Elétrica, Aérea, Bifásica, Com Caixa De Embutir, Cabo De 10 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,2495.95,0.0
mc_b77b001608,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 110 - 101502.0 - Entrada De Energia Elétrica, Aérea, Bifásica, Com Caixa De Embutir, Cabo De 16 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,2703.14,0.0
mc_678cee0846,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 111 - 101503.0 - Entrada De Energia Elétrica, Aérea, Bifásica, Com Caixa De Embutir, Cabo De 25 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,2739.82,0.0
mc_1278e15d14,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 112 - 101504.0 - Entrada De Energia Elétrica, Aérea, Bifásica, Com Caixa De Embutir, Cabo De 35 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,3020.82,0.0
mc_f157bf92ac,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 113 - 101497.0 - Entrada De Energia Elétrica, Aérea, Bifásica, Com Caixa De Sobrepor, Cabo De 10 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,2511.48,0.0
mc_5e10ce8a2a,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 114 - 101498.0 - Entrada De Energia Elétrica, Aérea, Bifásica, Com Caixa De Sobrepor, Cabo De 16 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,2718.68,0.0
mc_2cb83fadc4,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 115 - 101499.0 - Entrada De Energia Elétrica, Aérea, Bifásica, Com Caixa De Sobrepor, Cabo De 25 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,2755.36,0.0
mc_2749389ca6,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 116 - 101500.0 - Entrada De Energia Elétrica, Aérea, Bifásica, Com Caixa De Sobrepor, Cabo De 35 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,3036.36,0.0
mc_21117e95cb,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 117 - 101493.0 - Entrada De Energia Elétrica, Aérea, Monofásica, Com Caixa De Embutir, Cabo De 10 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,2084.86,0.0
mc_0a459ca8ac,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 118 - 101494.0 - Entrada De Energia Elétrica, Aérea, Monofásica, Com Caixa De Embutir, Cabo De 16 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,2221.74,0.0
mc_163a9d4cd2,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 119 - 101495.0 - Entrada De Energia Elétrica, Aérea, Monofásica, Com Caixa De Embutir, Cabo De 25 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,2245.97,0.0
mc_15929b58dc,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 120 - 101496.0 - Entrada De Energia Elétrica, Aérea, Monofásica, Com Caixa De Embutir, Cabo De 35 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,2449.21,0.0
mc_1ddb690440,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 121 - 101489.0 - Entrada De Energia Elétrica, Aérea, Monofásica, Com Caixa De Sobrepor, Cabo De 10 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,2111.45,0.0
mc_04176d575c,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 122 - 101490.0 - Entrada De Energia Elétrica, Aérea, Monofásica, Com Caixa De Sobrepor, Cabo De 16 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,2248.34,0.0
mc_31c04b41f8,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 123 - 101491.0 - Entrada De Energia Elétrica, Aérea, Monofásica, Com Caixa De Sobrepor, Cabo De 25 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,2272.57,0.0
mc_d60626dded,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 124 - 101492.0 - Entrada De Energia Elétrica, Aérea, Monofásica, Com Caixa De Sobrepor, Cabo De 35 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,2475.81,0.0
mc_0716842041,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 125 - 101509.0 - Entrada De Energia Elétrica, Aérea, Trifásica, Com Caixa De Embutir, Cabo De 10 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020",0.0,2570.75,0.0
mc_d6b6172b95,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 126 - 101510.0 - Entrada De Energia Elétrica, Aérea, Trifásica, Com Caixa De Embutir, Cabo De 16 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020",0.0,2847.01,0.0
mc_f2d0cf7ba1,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 127 - 101511.0 - Entrada De Energia Elétrica, Aérea, Trifásica, Com Caixa De Embutir, Cabo De 25 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020",0.0,2895.9,0.0
mc_758c0b36c1,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 128 - 101512.0 - Entrada De Energia Elétrica, Aérea, Trifásica, Com Caixa De Embutir, Cabo De 35 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020",0.0,3253.31,0.0
mc_ffdad1ba4c,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 129 - 101505.0 - Entrada De Energia Elétrica, Aérea, Trifásica, Com Caixa De Sobrepor, Cabo De 10 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,2668.22,0.0
mc_278658be48,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 130 - 101506.0 - Entrada De Energia Elétrica, Aérea, Trifásica, Com Caixa De Sobrepor, Cabo De 16 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,2944.48,0.0
mc_c1c3e84293,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 131 - 101507.0 - Entrada De Energia Elétrica, Aérea, Trifásica, Com Caixa De Sobrepor, Cabo De 25 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,2993.37,0.0
mc_ee14272925,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 132 - 101508.0 - Entrada De Energia Elétrica, Aérea, Trifásica, Com Caixa De Sobrepor, Cabo De 35 Mm2 E Disjuntor Din 50A (Não Incluso O Poste De Concreto). Af_07/2020_Ps",0.0,3350.78,0.0
mc_35d93f58f3,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 133 - 101525.0 - Entrada De Energia Elétrica, Subterrânea, Bifásica, Com Caixa De Embutir, Cabo De 10 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,1517.17,0.0
mc_f2b45109df,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 134 - 101526.0 - Entrada De Energia Elétrica, Subterrânea, Bifásica, Com Caixa De Embutir, Cabo De 16 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,1763.56,0.0
mc_290dc0aaf3,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 135 - 101527.0 - Entrada De Energia Elétrica, Subterrânea, Bifásica, Com Caixa De Embutir, Cabo De 25 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,1807.17,0.0
mc_87eb11b786,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 136 - 101528.0 - Entrada De Energia Elétrica, Subterrânea, Bifásica, Com Caixa De Embutir, Cabo De 35 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,2079.73,0.0
mc_88b11df481,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 137 - 101521.0 - Entrada De Energia Elétrica, Subterrânea, Bifásica, Com Caixa De Sobrepor, Cabo De 10 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,1532.71,0.0
mc_b9fcbc253c,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 138 - 101522.0 - Entrada De Energia Elétrica, Subterrânea, Bifásica, Com Caixa De Sobrepor, Cabo De 16 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,1779.1,0.0
mc_539b5f47ad,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 139 - 101523.0 - Entrada De Energia Elétrica, Subterrânea, Bifásica, Com Caixa De Sobrepor, Cabo De 25 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,1822.71,0.0
mc_7c3960e074,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 140 - 101524.0 - Entrada De Energia Elétrica, Subterrânea, Bifásica, Com Caixa De Sobrepor, Cabo De 35 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,2095.27,0.0
mc_41d5c8be7e,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 141 - 101517.0 - Entrada De Energia Elétrica, Subterrânea, Monofásica, Com Caixa De Embutir, Cabo De 10 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,1085.13,0.0
mc_825b396c5d,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 142 - 101518.0 - Entrada De Energia Elétrica, Subterrânea, Monofásica, Com Caixa De Embutir, Cabo De 16 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,1249.39,0.0
mc_8bc7570c63,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 143 - 101519.0 - Entrada De Energia Elétrica, Subterrânea, Monofásica, Com Caixa De Embutir, Cabo De 25 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,1278.46,0.0
mc_682f738954,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 144 - 101520.0 - Entrada De Energia Elétrica, Subterrânea, Monofásica, Com Caixa De Embutir, Cabo De 35 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,1460.17,0.0
mc_2b0999d182,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 145 - 101513.0 - Entrada De Energia Elétrica, Subterrânea, Monofásica, Com Caixa De Sobrepor, Cabo De 10 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,1111.74,0.0
mc_ae22b555d2,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 146 - 101514.0 - Entrada De Energia Elétrica, Subterrânea, Monofásica, Com Caixa De Sobrepor, Cabo De 16 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,1275.99,0.0
mc_a018fe57c1,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 147 - 101515.0 - Entrada De Energia Elétrica, Subterrânea, Monofásica, Com Caixa De Sobrepor, Cabo De 25 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,1305.06,0.0
mc_b9c46584d0,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 148 - 101516.0 - Entrada De Energia Elétrica, Subterrânea, Monofásica, Com Caixa De Sobrepor, Cabo De 35 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,1486.77,0.0
mc_a1f1901894,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 149 - 101533.0 - Entrada De Energia Elétrica, Subterrânea, Trifásica, Com Caixa De Embutir, Cabo De 10 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020",0.0,1615.1,0.0
mc_d6e93c143b,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 150 - 101534.0 - Entrada De Energia Elétrica, Subterrânea, Trifásica, Com Caixa De Embutir, Cabo De 16 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020",0.0,1943.62,0.0
mc_8f3ec969cb,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 151 - 101535.0 - Entrada De Energia Elétrica, Subterrânea, Trifásica, Com Caixa De Embutir, Cabo De 25 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020",0.0,2001.77,0.0
mc_ef338d2c38,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 152 - 101536.0 - Entrada De Energia Elétrica, Subterrânea, Trifásica, Com Caixa De Embutir, Cabo De 35 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020",0.0,2365.18,0.0
mc_0de6d25a4d,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 153 - 101529.0 - Entrada De Energia Elétrica, Subterrânea, Trifásica, Com Caixa De Sobrepor, Cabo De 10 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,1712.57,0.0
mc_c6c464d27f,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 154 - 101530.0 - Entrada De Energia Elétrica, Subterrânea, Trifásica, Com Caixa De Sobrepor, Cabo De 16 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,2041.1,0.0
mc_50f58ea057,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 155 - 101531.0 - Entrada De Energia Elétrica, Subterrânea, Trifásica, Com Caixa De Sobrepor, Cabo De 25 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,2099.24,0.0
mc_71d2c07f8a,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 156 - 101532.0 - Entrada De Energia Elétrica, Subterrânea, Trifásica, Com Caixa De Sobrepor, Cabo De 35 Mm2 E Disjuntor Din 50A (Não Inclusa Mureta De Alvenaria). Af_07/2020_Ps",0.0,2462.66,0.0
mc_0c8471a7c9,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 157 - 94783.0 - Adaptador Com Flange E Anel De Vedação, Pvc, Soldável, Dn 20 Mm X 1/2"", Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,24.36,0.0
mc_d1fec276f3,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 158 - 94703.0 - Adaptador Com Flange E Anel De Vedação, Pvc, Soldável, Dn 25 Mm X 3/4"", Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,25.95,0.0
mc_b7ce346169,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 159 - 94704.0 - Adaptador Com Flange E Anel De Vedação, Pvc, Soldável, Dn 32 Mm X 1"", Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,33.8,0.0
mc_2fd9f6ccc6,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 160 - 94705.0 - Adaptador Com Flange E Anel De Vedação, Pvc, Soldável, Dn 40 Mm X 1 1/4"", Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,45.23,0.0
mc_09ebb02699,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 161 - 94706.0 - Adaptador Com Flange E Anel De Vedação, Pvc, Soldável, Dn 50 Mm X 1 1/2"", Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,44.51,0.0
mc_185ba99feb,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 162 - 94707.0 - Adaptador Com Flange E Anel De Vedação, Pvc, Soldável, Dn 60 Mm X 2"", Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,68.58,0.0
mc_cd14242a95,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 163 - 94715.0 - Adaptador Com Flanges Livres, Pvc, Soldável, Dn 110 Mm X 4"", Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,344.23,0.0
mc_0ec2c53f1d,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 164 - 94713.0 - Adaptador Com Flanges Livres, Pvc, Soldável, Dn 75 Mm X 2 1/2"", Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,276.24,0.0
mc_1e246cc259,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 165 - 94714.0 - Adaptador Com Flanges Livres, Pvc, Soldável, Dn 85 Mm X 3"", Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,385.56,0.0
mc_67dbae1fe9,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 166 - 94670.0 - Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 110 Mm X 4"", Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,87.9,0.0
mc_4104e20f16,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 167 - 94656.0 - Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 25 Mm X 3/4"", Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,4.96,0.0
mc_42e70a8a8b,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 168 - 94658.0 - Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 32 Mm X 1"", Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,7.27,0.0
mc_7d279a0184,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 169 - 94660.0 - Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 40 Mm X 1 1/4"", Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,11.2,0.0
mc_ffbd6fb7d3,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 170 - 94662.0 - Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 50 Mm X 1 1/2"", Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,14.86,0.0
mc_8d9578fe3b,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 171 - 94664.0 - Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 60 Mm X 2"", Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,26.05,0.0
mc_232fe0f82b,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 172 - 94666.0 - Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 75 Mm X 2 1/2"", Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,41.89,0.0
mc_6b05e4e4bb,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 173 - 94668.0 - Adaptador Curto Com Bolsa E Rosca Para Registro, Pvc, Soldável, Dn 85 Mm X 3"", Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,55.34,0.0
mc_85b9f26848,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 174 - 105233.0 - Bucha De Redução Pvc, Soldável, Longa, Dn 40 X 25 Mm, Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,10.54,0.0
mc_31690868f0,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 175 - 105234.0 - Bucha De Redução Pvc, Soldável, Longa, Dn 50 X 25 Mm, Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,12.95,0.0
mc_f952bae836,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 176 - 105228.0 - Bucha De Redução Pvc, Soldável, Longa, Dn 50 X 32 Mm, Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,15.43,0.0
mc_5cf904ff09,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 177 - 105138.0 - Bucha De Redução Pvc, Soldável, Longa, Dn 60 X 25 Mm, Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,21.86,0.0
mc_7c3013a313,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 178 - 105139.0 - Bucha De Redução Pvc, Soldável, Longa, Dn 60 X 32 Mm, Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,25.47,0.0
mc_7bba9a3400,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 179 - 105140.0 - Bucha De Redução Pvc, Soldável, Longa, Dn 60 X 50 Mm, Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,32.68,0.0
mc_171b8488ec,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 180 - 105141.0 - Bucha De Redução Pvc, Soldável, Longa, Dn 75 X 50 Mm, Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,39.14,0.0
mc_21149c177c,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 181 - 94687.0 - Curva 90 Graus, Pvc, Soldável, Dn 110 Mm, Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,273.58,0.0
mc_e7634728c4,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 182 - 94673.0 - Curva 90 Graus, Pvc, Soldável, Dn 25 Mm, Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,9.64,0.0
mc_4caa8e115f,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 183 - 94675.0 - Curva 90 Graus, Pvc, Soldável, Dn 32 Mm, Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,15.64,0.0
mc_a42cd40edb,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 184 - 94677.0 - Curva 90 Graus, Pvc, Soldável, Dn 40 Mm, Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,24.76,0.0
mc_4e450a0674,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 185 - 94679.0 - Curva 90 Graus, Pvc, Soldável, Dn 50 Mm, Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,30.45,0.0
mc_ede6685d5e,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 186 - 94681.0 - Curva 90 Graus, Pvc, Soldável, Dn 60 Mm, Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,60.32,0.0
mc_3e8075d481,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 187 - 94683.0 - Curva 90 Graus, Pvc, Soldável, Dn 75 Mm, Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,91.52,0.0
mc_38583193c4,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 188 - 94685.0 - Curva 90 Graus, Pvc, Soldável, Dn 85 Mm, Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,116.37,0.0
mc_b830c47b63,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 189 - 105154.0 - Curva Pvc 45 Graus, Soldável, Dn 25 Mm, Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,9.02,0.0
mc_2878a7c2be,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 190 - 105155.0 - Curva Pvc 45 Graus, Soldável, Dn 32 Mm, Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,13.3,0.0
mc_c5a1f75b2b,bm_aeb5f7c270,frente_14ecb2eece,Item Contratual," -  - 191 - 105156.0 - Curva Pvc 45 Graus, Soldável, Dn 40 Mm, Instalado Em Reservação Predial De Água - Fornecimento E Instalação. Af_04/2024",0.0,17.01,0.0
