Codigo,Status,Etapa_Atual,Data_Criacao,Ultima_Atualizacao,Cliente,Nome_Obra,Local,Data,Volume,Material,Desag,Flutuante,Terrestre,Desnivel_Bombeamento,Medicao,Horario,Dias
D_001_2026,Rascunho,Etapa 0,2026-04-30 15:38:42,2026-04-30 15:38:42,Suzano,Dragagem do tanque de decantaçao 3,Japao,30/04/2026,20000.0,Lodo Papel,Geobags,500.0,1000.0,2.0,Batimetria,07:00 - 17:00,Segunda a Sexta
