id_servico,id_atestado,servico,unidade,quantidade,observacoes
ef733965-e6a,2c0fe2b8-2d3,Volume de Concreto,m³,1250,
0ec46dee-6f1,2c0fe2b8-2d3,Área de Forma,m²,900,
d8ea8022-7ed,2c0fe2b8-2d3,Brita 3,m³,800,
5f5727d4-0a1,2c0fe2b8-2d3,Mangueira Cristal,ML,2400,
3705976e-1ac,2c0fe2b8-2d3,Mastique,kg,1725,
c984c4f6-054,2c0fe2b8-2d3,Lona Plástica Impermeabilizante,m²,5200,
32c11f63-35c,2c0fe2b8-2d3,Tubo PVC Rígido,m,88,
042e0591-12c,2c0fe2b8-2d3,Chapa de Aço Inox (250x250x19mm),un,24,
e2607b32-ac9,2c0fe2b8-2d3,Tela de Aço CA-60,kg,38954,
1dc1251e-187,2c0fe2b8-2d3,Aço CA-50A,kg,50428,
3fa748be-64a,4b5b4d83-fbe,Execução de fundação direta em concreto armado,m³,35,
ff530f02-d0f,4b5b4d83-fbe,Execução de estrutura em concreto armado,m³,29,
6e959981-3ec,4b5b4d83-fbe,Execução de laje treliça,m²,253.7,
11f8eec1-906,4b5b4d83-fbe,Alvenaria em bloco aparente (15cm),m²,190,
2ce3142f-fc5,4b5b4d83-fbe,Alvenaria em bloco comum (10cm),m²,75,
b40cf305-32f,4b5b4d83-fbe,Alvenaria em bloco comum (15cm),m²,65.25,
f5acf1f3-8df,4b5b4d83-fbe,Fornecimento e colocação de esquadrias de alumínio,m²,60,
059b1f47-f77,4b5b4d83-fbe,Fornecimento e colocação de portas comum para pintura,un,8,
857b78e7-307,4b5b4d83-fbe,Fornec. e colocação divisória de granilite p/sanitário,m²,18,
408516a4-606,4b5b4d83-fbe,Revestimento forros/paredes internas (chapisco/emboço/reboco),m²,526,
ca4e128d-b5a,4b5b4d83-fbe,Revestimento de paredes com azulejo,m²,342,
dfbb533e-176,4b5b4d83-fbe,Execução de contrapiso em concreto armado,m³,9.5,
6113abd6-93e,4b5b4d83-fbe,Execução de piso em cerâmica esmaltada grês,m²,70.6,
2a0c8eaf-925,4b5b4d83-fbe,Execução de piso cimentado queimado,m²,54.62,
9403d496-07d,4b5b4d83-fbe,Execução de impermeabilização com manta butílica,m²,253.7,
5ad3e92d-d06,4b5b4d83-fbe,Fornec. e instalação de armários c/bancadas p/oficinas,un,4,
a1f1dcac-7c9,4b5b4d83-fbe,Execução de estufa,un,1,
7c6e8809-caf,4b5b4d83-fbe,Execução de prateleiras com chapas wall,un,2,
5a8dd0b7-2bb,4b5b4d83-fbe,Fornecimento e instalação de vidro comum,m²,60,
25ba9130-7b9,4b5b4d83-fbe,Pintura com latex comum,m²,526,
a9f90749-908,4b5b4d83-fbe,Pintura com silicone,m²,190,
7aec939e-54a,4b5b4d83-fbe,Demolição de forro em chapa eucatex,m²,262,
55d5e704-a8d,4b5b4d83-fbe,Demolição de divisórias de escritório,m²,235,
ab8dc15a-efa,4b5b4d83-fbe,Demolição de pisos cerâmicos,m²,36,
ad8c3823-c02,4b5b4d83-fbe,Demolição de alvenaria,m²,17,
f0599fb1-1a1,4b5b4d83-fbe,Remoção de azulejos,m²,133,
fe03b099-d35,4b5b4d83-fbe,Desmontagem de máquina de tração,un,1,
e0cedf4a-857,4b5b4d83-fbe,Execução de alvenaria de bloco comum (10cm),m²,26,
905a5539-c31,4b5b4d83-fbe,Fornecimento e instalação de esquadrias alumínio comum,m²,30,
8133b1f5-871,4b5b4d83-fbe,Fornec. e inst. de esquadrias de alumínio acústica,m²,32,
cc457f51-66c,4b5b4d83-fbe,Fornec. e montagem divisórias escritório (formiplac),m²,66,
9386df36-9a1,4b5b4d83-fbe,Execução de piso de regularização p/ paviflex,m²,262,
c889aeef-7f6,4b5b4d83-fbe,Execução de piso cerâmico,m²,25,
aa08303d-2c4,4b5b4d83-fbe,Execução de piso paviflex TP2000,m²,262,
bc8740a2-59d,4b5b4d83-fbe,Revestimento interno paredes (chapisco/emboço/reboco),m²,68,
64c219cb-582,4b5b4d83-fbe,Revestimento de paredes com azulejo,m²,85,
a2cf2e3e-747,4b5b4d83-fbe,Execução de forro falso tipo Fibrarroc,m²,262,
c3462f88-d12,4b5b4d83-fbe,Execução de armários laboratório (madeira/inox),m²,8,
a72f19be-d83,4b5b4d83-fbe,Execução de armários e balcão copa (granilite),m²,3,
5510e13c-593,4b5b4d83-fbe,Fornec. e inst. exaustor com coifa aço inox,un,1,
120542ed-fe8,4b5b4d83-fbe,Ar condicionado Springer 21.000 BTU,un,15,
4c5b0880-8b3,4b5b4d83-fbe,Fornecimento e instalação de vidro acústico,m²,32,
be50eb98-171,4b5b4d83-fbe,Fornecimento e instalação de vidro comum,m²,30,
aa75e5c7-63f,4b5b4d83-fbe,"Projetos Realizados: Arquitetônico, Estrutural, Instalações hidráulicas, Instalações elétricas, telefônicas, de informática e sonorização, Rede de ar comprimido e ""As built""",un,1,
0670eddf-14c,6b96af57-4f5,Escavação manual,M3,166.97,
ab4920a6-833,6b96af57-4f5,Escoramento descontínuo,M2,105.35,
b9c549fa-07a,6b96af57-4f5,Compactação manual,M3,58.49,
86bed7e8-e8b,6b96af57-4f5,Assentamento de calhas de concreto diâmetro 30,ML,165.5,
191c7d5f-70d,6b96af57-4f5,Assentamento de tubos de concreto simples Diâmetro 30,ML,60,
e3c25ded-576,6b96af57-4f5,Assentamento de tubos de concreto simples diâmetro 50 cm,ML,99,
7f629923-27b,6b96af57-4f5,"Execução de concreto simples traço 1:2:4 (cimento, areia, pedra)",M3,36.43,
fb894358-391,6b96af57-4f5,"Execução de concreto armado traço 1:2:4 (cimento, areia, pedra)",M3,52.13,
8f15ea2c-454,6b96af57-4f5,Alvenaria 1/2 tijolo,M2,10.18,
f1072c09-330,6b96af57-4f5,Alvenaria 01 tijolo,M2,28.78,
5b578d37-b79,6b96af57-4f5,Alvenaria bloco concreto 19x39x10 cm,M2,11.2,
eb2e3754-3c6,6b96af57-4f5,Alvenaria bloco concreto 19x39x15 cm,M2,65.37,
baf3b9d0-1ea,6b96af57-4f5,Alvenaria bloco concreto 19x39x20 cm,M2,126.3,
e6cad2d5-145,6b96af57-4f5,Chapisco,M2,304.98,
ee03e2fb-fc7,6b96af57-4f5,Revestimento grosso (emboço),M2,331.9,
b408d3b0-d4d,6b96af57-4f5,Revestimento fino (reboco/massa fina),M2,130.53,
805b8614-fe7,6b96af57-4f5,Remoção de revestimento,M2,124.95,
3907a62d-84c,6b96af57-4f5,Assentamento de azulejos,M2,187.63,
6d9e214f-0f2,6b96af57-4f5,Assentamento de piso cerâmica,M2,88.7,
b7b4afd7-13f,6b96af57-4f5,Preparação de superfície de alvenaria com massa corrida,M2,1739.86,
9f89b2da-155,6b96af57-4f5,Preparação de superfície de alvenaria com massa acrílica,M2,2506.15,
dd0d809e-345,6b96af57-4f5,Prep. superfície alvenaria fundo preparador/selador,M2,3813.39,
b9bde289-c18,6b96af57-4f5,Acabamento com aplicação de um demão tinta latex PVA,M2,7115.67,
b23c5608-d1c,6b96af57-4f5,Pintura a cal,M2,2128.23,
8a686e6e-7a8,6b96af57-4f5,Preparação de superfície de madeira com massa à óleo,M2,5.25,
349f83c2-30a,6b96af57-4f5,"Acabamento com tinta esmalte, à óleo ou verniz",M2,2292.64,
6c474d47-5b4,6b96af57-4f5,Limpeza com solvente,M2,21.88,
cc8f81e9-ff6,6b96af57-4f5,Preparação de superfície por lixamento manual,M2,2875.89,
4a829787-800,6b96af57-4f5,Preparação de superfície por jateamento abrasivo,M2,637.39,
6d507f29-38b,6b96af57-4f5,Aplicação de 1 demão de tinta de fundo N-1850,M2,2049.12,
088607fe-a51,6b96af57-4f5,"Aplicação de 1 demão de ""WASH-PRIMER"" N-126 1C",M2,276.79,
9442c539-b86,6b96af57-4f5,Pintura acabamento 1 demão tinta esmalte N-1232 A,M2,621.68,
ee987cca-f7f,6b96af57-4f5,Pintura acabamento 1 demão tinta acrílica N-1197,M2,1075.52,
2f8bf03e-67d,6b96af57-4f5,Pintura acabamento 1 demão tinta alumínio fenólica N-1259,M2,2571.94,
f19b932c-4b8,6b96af57-4f5,Fornecimento de caminhão basculante (6 M3),HS,168.5,
1ee4d93a-195,6b96af57-4f5,Fornecimento de retroescavadeira,HS,147.5,
349a5118-b4d,6b96af57-4f5,Fornecimento de martelete pneumático com compressor,HS,8,
9a6bf23b-a74,6b96af57-4f5,Fornecimento de pedrisco,M3,3,
fcfcecd3-43b,6b96af57-4f5,Fornecimento de brita 1,M3,305.17,
9b3bdba6-9fa,6b96af57-4f5,Limpeza de tanques e Sump-Tanks de claros,M2,1274.6,
e77c49fc-334,6b96af57-4f5,Retirada de resíduos de fundo de tanques,M3,67.65,
020a22c3-0d3,6b96af57-4f5,Limpeza do compartimento de filtragem do SAO,UN,2,
8b66b399-93d,6b96af57-4f5,Limpeza do compartimento de óleo recuperado do SAO,UN,1,
48aa7849-20a,6b96af57-4f5,Limpeza do compartimento de entrada do SAO,UN,4,
5806270c-095,6b96af57-4f5,Limpeza do compartimento de saída de emergência do SAO,UN,1,
0a8b4c44-2c3,6b96af57-4f5,Limpeza de produtos claros,M2,1029,
9928efae-587,6b96af57-4f5,Lavagem externa de tanques,M2,22042.16,
360e93a6-eaf,6b96af57-4f5,Fornecimento de profissional (encanador),HS,1721.67,
77b21bc4-2fd,6b96af57-4f5,Fornecimento de profissional (marceneiro),HS,2089.67,
369a0f79-771,6b96af57-4f5,Limpeza geral da área,mês,10.75,
2e40632b-9df,0ae3a8e1-71e,Projeto completo,GL,1,
b3167fa6-146,0ae3a8e1-71e,Retiradas e demolições,M²,53,
37ba1070-975,0ae3a8e1-71e,Regularização e Assentamento de Piso Vinílico e cerâmica,M²,87,
ebf1669c-80a,0ae3a8e1-71e,Fornecimento e instalação de forro termo-acústico (inclusive estrutura metálica),M²,95,
4d3d3a58-0d3,0ae3a8e1-71e,Fornecimento e instalação de porta e prolongamento das divisórias de madeira,M²,40,
d27eb918-158,0ae3a8e1-71e,Aparelhos de ar condicionado do SESUP/CONFERÊNCIA (Instalações elétricas),GL,1,
eb45ba12-6b0,0ae3a8e1-71e,Alimentação elétrica para as bancadas,GL,1,
2f5e2853-ad2,0ae3a8e1-71e,Iluminação da área com forro termo acústico,GL,1,
7028c17c-30e,0ae3a8e1-71e,"Aparelhos de ar condicionado do SESUP (Lado Norte), inclusive remoção da alimentação antiga e ar condic. do S-1",GL,1,
bcc8bb7d-752,0ae3a8e1-71e,Instalação telefônica para o SESUP,GL,1,
231fb10a-b07,0ae3a8e1-71e,Fornecimento e instalação de aparelho de ar condicionado (POTENCIA),UN,4,
f49d537b-fae,0ae3a8e1-71e,Modificação dos caixilhos de alumínio da parede Leste do SESUP/CONFERÊNCIA,M²,15,
3eaf962a-601,0ae3a8e1-71e,Fornecimento e instalação de elevador para papéis,GL,1,
a3a21d6e-2f1,0ae3a8e1-71e,"Projeto ""Conforme Construído""",GL,1,
66254600-282,0ae3a8e1-71e,Revisão dos Desenhos constantes em 8.1,GL,1,
e57b8998-5a2,2d07950d-ee9,Canteiro de obras,M2,50,
8572b934-0e8,2d07950d-ee9,Projeto,M2,1000,
c5f4c6e6-26a,2d07950d-ee9,Demolição de piso de cimento sobre lastro de concreto,M2,248,
4998662f-d16,2d07950d-ee9,Demolição de revestimento com azulejo,M2,69,
888a6a90-e49,2d07950d-ee9,Demolição de alvenaria de tijolos comuns,M3,13,
f46a4732-82f,2d07950d-ee9,Demolição de concreto armado com martelete pneumático,M3,20,
a9d1f6be-74f,2d07950d-ee9,Demolição de pavimentação asfáltica com martelete pneumático,M2,20,
d0f3b1fa-c96,2d07950d-ee9,"Retirada de portas e caixilhos, inclusive batentes",M2,20,
fa53ebf9-5a0,2d07950d-ee9,Remoção de esquadrias,M2,40,
cefb5b90-1eb,2d07950d-ee9,Escavações,M3,104,
acece43c-390,2d07950d-ee9,Lastro de areia,M3,2.5,
6e42b397-c12,2d07950d-ee9,Lastro de brita,M3,3,
9bd9bce3-28f,2d07950d-ee9,"Lastro de concreto, inclusive lançamento",M3,3.5,
a0b94728-204,2d07950d-ee9,Estaca pré-moldada capacidade 20 T,ML,300,
3ccc997b-543,2d07950d-ee9,Tábuas de pinho para fundações,M2,464,
facf683a-e7a,2d07950d-ee9,Armadura CA-50,KG,4605,
362e7d04-f2f,2d07950d-ee9,Concreto estrutural pré-misturado resistência 15 MPa,M3,55.15,
c2d2c49e-148,2d07950d-ee9,Reaterro compactado com compactador mecânico,M3,80,
2a939ed3-a48,2d07950d-ee9,Bloco de concreto de 19/14/9 cm,M2,270,
9d13798c-33c,2d07950d-ee9,Chapisco,M2,1040,
19dc6b83-15e,2d07950d-ee9,Emboço,M2,1040,
d23cdae1-133,2d07950d-ee9,Reboco,M2,750,
0ae3055a-f98,2d07950d-ee9,Azulejo branco extra 15 x 15 cm,M2,254,
7e1c2b5f-57a,2d07950d-ee9,Porta de cedro lisa completa,UN,6,
eb93fd29-ded,2d07950d-ee9,Porta de alumínio com visor e balcão,UN,2,
91ea08a3-e3a,2d07950d-ee9,Porta de alumínio com visor,UN,3,
02a8baac-c0d,2d07950d-ee9,Porta de alumínio de correr,M2,10,
b1f24312-d6f,2d07950d-ee9,Caixilho fixo de alumínio,M2,10,
37e215e4-d97,2d07950d-ee9,Caixilho acústico duplo de alumínio,M2,30,
73d58773-835,2d07950d-ee9,Caixilho comum basculante fixo de alumínio,M2,4,
341cbb5b-889,2d07950d-ee9,Caixilho MAXIM-AR 60 x 60 cm de alumínio,UN,1,
dfa6c4ee-ebb,2d07950d-ee9,Caixilho acústico duplo de correr de alumínio,M2,6,
1f4a8256-58b,2d07950d-ee9,Caixilho basculante de alumínio,M2,4,
e8f69fff-2e3,2d07950d-ee9,Vidro comum espessura 3 mm,M2,10,
475ba5c2-241,2d07950d-ee9,Vidro temperado espessura 8 mm,M2,6,
76c4f48f-fde,2d07950d-ee9,Vidro acústico duplo triplex,M2,30,
76481f22-4d2,2d07950d-ee9,Vidro canelado espessura 3 mm,M2,3,
387b9c3a-2ab,2d07950d-ee9,Emassamento base PVA,M2,673,
f3a02e6e-333,2d07950d-ee9,Emassamento acrílico,M2,170,
fa2d5a23-496,2d07950d-ee9,Pintura 2 (duas) demãos látex PVA,M2,1508,
efca73a2-e78,2d07950d-ee9,Pintura 2 (duas) demãos látex acrílico,M2,916,
b3f658a8-ac4,2d07950d-ee9,Verniz poliuretânico em estrutura concreto aparente,M2,114,
84812c39-640,2d07950d-ee9,Tinta Super galvit em estruturas de aço galvanizado,M2,380,
87abb18d-47c,2d07950d-ee9,Tinta epoxi em telhas de aço galvanizado em 2 demãos,M2,380,
71460daf-f59,2d07950d-ee9,Tinta esmalte sintético 2 demãos inclusive emassamento,M2,40,
8314a6d9-bf1,2d07950d-ee9,Estrutura de madeira,M2,3,
4175dca5-dde,2d07950d-ee9,Estrutura de aço para fechamento lateral,M2,81,
34e80c83-9a5,2d07950d-ee9,Telha ondulada de fibrocimento espessura 8 mm,M2,3,
3800c4c8-a1c,2d07950d-ee9,Telha trapezoidal de aço galvanizado para fechamento,M2,81,
3f7a524c-650,2d07950d-ee9,Telha estrutural autoportante de aço galvanizado,M2,315,
7578f196-e35,2d07950d-ee9,"Tubo de PVC marrom diâmetro 3/4""",ML,24,
03747eb1-ebc,2d07950d-ee9,"Tubo de PVC branco diâmetro 1 1/2""",ML,18,
e42be989-0b7,2d07950d-ee9,"Tubo de PVC marrom diâmetro 2""",ML,34,
48dc7174-eed,2d07950d-ee9,"Tubo de PVC marrom diâmetro 4""",ML,76,
1d97e0e8-0e5,2d07950d-ee9,"Tubo de PVC branco diâmetro 4""",ML,36,
725e207f-337,2d07950d-ee9,Caixa sifonada de PVC,UN,8,
529c2dcc-6dd,2d07950d-ee9,Caixa de fibrocimento capacidade 1000 litros,UN,2,
894e4552-d99,2d07950d-ee9,Torneira de pressão uso geral,UN,4,
0997fcf9-792,2d07950d-ee9,"Torneira tipo bóia diâmetro 1 1/2""",UN,2,
7f67e570-cd5,2d07950d-ee9,Torneira para lavatório,UN,4,
e5572444-72f,2d07950d-ee9,"Registro de gaveta diâmetro 2""",UN,3,
46dbf2b3-dbd,2d07950d-ee9,Válvula de descarga,UN,2,
a6f35f0b-324,2d07950d-ee9,Bacia sanitária completa,UN,2,
d9c2de02-368,2d07950d-ee9,Lavatório de louça sem coluna,UN,2,
5b7ae61f-c28,2d07950d-ee9,Porta-papel,UN,2,
e503a7ec-365,2d07950d-ee9,Cabide de louça,UN,3,
e91ea591-eaf,2d07950d-ee9,Lavatório coletivo inoxidável,UN,1,
7cacf408-07f,2d07950d-ee9,Mictório de louça,UN,1,
a30c2a09-86f,2d07950d-ee9,Saboneteira de louça,UN,3,
2b367c88-6d0,2d07950d-ee9,Tampo de aço inoxidável para pia,UN,1,
1da672ae-792,2d07950d-ee9,Gabinete de madeira para pia,UN,1,
c4441bbb-973,2d07950d-ee9,Espelho com moldura de alumínio,UN,2,
c7974d27-832,2d07950d-ee9,Chuveiro cromado,UN,3,
0bbed242-e77,2d07950d-ee9,Bebedouro elétrico,UN,1,
2194438c-a97,2d07950d-ee9,Tomada universal,UN,36,
f1335995-589,2d07950d-ee9,Tomada 2 P + T,UN,26,
6a53cb3d-145,2d07950d-ee9,Interruptor simples,UN,6,
51fea6a3-1d6,2d07950d-ee9,Interruptor bipolar,UN,8,
3150f992-997,2d07950d-ee9,Luminária 4 x 40 W,UN,24,
95ad08a8-b50,2d07950d-ee9,Luminária HTD 250 W,UN,10,
4a68c838-7a7,2d07950d-ee9,Luminária incandescente,UN,4,
f002dcdc-e65,2d07950d-ee9,Luminária 2 x 40 W,UN,34,
b1bff34a-950,2d07950d-ee9,Sinalizador para saída de veículos e sirene,UN,4,
c40a9d9f-1eb,2d07950d-ee9,Cabo de cobre isolação PVC secção 95 mm,ML,270,
b7682fd7-67b,2d07950d-ee9,Cabo de cobre isolação PVC secção 70 mm,ML,100,
f99de2b3-004,2d07950d-ee9,Cabo de cobre isolação PVC secção 25 mm,ML,50,
098e285d-4a9,2d07950d-ee9,Cabo de cobre nu secção 35 mm,ML,50,
012cb791-208,2d07950d-ee9,"Fio isolado PVC secção 2,5 mm",ML,1130,
5c210fd5-b4a,2d07950d-ee9,Fio isolado PVC secção 4 mm,ML,250,
e726c198-d3d,2d07950d-ee9,Haste de aterramento,UN,3,
b6a0f16b-86e,2d07950d-ee9,Alimentação e aterramento para micro computador,UN,1,
3aaec8ba-65f,2d07950d-ee9,Divisórias de granilite espessura 3 cm,M2,10,
8b574340-09b,2d07950d-ee9,Aparelho de ar condicionado,UN,4,
fd68558f-b84,2d07950d-ee9,"Mesa central de comando para sistema de incêndio, telefonia e sonorização",UN,1,
c5eb4a85-596,2d07950d-ee9,Fornecimento de móveis,GL,1,
f3667466-f53,2d07950d-ee9,"Tubo de aço carbono diâmetro 4""",ML,12,
4758ca21-466,2d07950d-ee9,Tubo de concreto armado diâmetro 300 mm,ML,20,
c814e0af-538,2d07950d-ee9,"Grelha de ferro fundido 1 x 0,45 m",UN,6,
5a60fe91-4e2,2d07950d-ee9,Tampa de ferro fundido para caixa de visita,UN,1,
cb11b089-455,2d07950d-ee9,"Tubo de aço carbono Sch 80 diâmetro 3/4""",ML,120,
76f32baa-526,2d07950d-ee9,Isolamento térmico em silicato de cálcio,ML,50,
5a636ff6-4c7,2d07950d-ee9,"Eletroduto de PVC diâmetro 3/4""",ML,72,
58cc220b-a00,2d07950d-ee9,"Eletroduto de PVC diâmetro 1""",ML,72,
4901b1df-7f0,2d07950d-ee9,Quadro de distribuição,UN,1,
39dba0ad-ea7,2d07950d-ee9,"Caixa de passagem plástica 4"" x 4""",UN,2,
74b40209-719,2d07950d-ee9,"Condulete de PVC diâmetro 4""",UN,20,
a0933347-3ec,2d07950d-ee9,Tomada para telefone padrão TELEBRÁS,UN,26,
a9782698-4ee,2d07950d-ee9,Amplificador,UN,6,
5012561d-b09,2d07950d-ee9,Turner,UN,1,
6c2a5123-c21,2d07950d-ee9,Mixer,UN,1,
ab01b411-5b3,2d07950d-ee9,Antena com misturador e booster,UN,1,
da552b40-c71,2d07950d-ee9,Corneta de som,UN,27,
3eaa8cdc-f12,2d07950d-ee9,Caixa acústica tipo cubo,UN,10,
11601a6c-d35,2d07950d-ee9,Caixa acústica blindada a prova de tempo,UN,25,
2b573172-0f2,2d07950d-ee9,Quadro de distribuição (Inst. Elétricas),UN,5,
9a984d6d-91b,2d07950d-ee9,"Eletroduto rígido de PVC diâmetro 3/4""",UN,78,
264eba95-767,2d07950d-ee9,Condulete PVC,UN,66,
2baf7f71-e01,2d07950d-ee9,"Caixa de passagem plástica 4"" x 4""",UN,10,
18aa028e-7bd,2d07950d-ee9,Pavimentação asfáltica (Pisos externos),M2,20,
70fdb085-4a2,2d07950d-ee9,Execução de piso em concreto ripado,M2,95,
ec113dcb-158,2d07950d-ee9,Regularização para piso vinílico,M2,40.5,
be57732e-785,2d07950d-ee9,Regularização para piso cerâmico,M2,22.5,
775a5238-f12,2d07950d-ee9,Regularização para piso alta resistência,M2,165.5,
3d1ccfb0-068,2d07950d-ee9,Aplicação piso paviflex TR 2000,M2,40.5,
4af980bc-5fc,2d07950d-ee9,Cerâmica esmeralda grês,M2,22.5,
36506fb5-323,2d07950d-ee9,Piso de alta resistência W.H Korodur,M2,165.5,
04bb2e42-72c,2d07950d-ee9,Rodapé para piso de alta resistência,ML,140,
e8be239c-718,2d07950d-ee9,Rodapé para piso vinílico,ML,16,
5b04a7ab-f83,2d07950d-ee9,Emulsão asfáltica em superfície em contacto com solo,M2,65,
5ca6b360-ca3,2d07950d-ee9,Regularização de superfície para impermeabilização com manta butílica,M2,480,
0f889433-bc9,2d07950d-ee9,Manta butílica em lajes de concreto,M2,480,
9684ddda-4a2,2d07950d-ee9,Proteção mecânica para superfície impermeabilizada,M2,480,
43bcaf24-383,2d07950d-ee9,Projeto conforme construído,GL,1,
53e1af65-bc5,2d07950d-ee9,Revisão de desenhos de referência,GL,1,
6855a5ea-6e2,2d07950d-ee9,Aprovação do projeto junto aos órgãos públicos HABITE-SE e Quitação do INSS,GL,1,
43d1c468-4ec,3b97a49b-88b,Barracões,M2,15,
7443cb48-6ab,3b97a49b-88b,Ligações provisórias de luz e força,UN,VB,
680c6f93-535,3b97a49b-88b,Ligações provisórias de água e esgoto,UN,VB,
5f4de18c-d0c,3b97a49b-88b,Placa da obra modelo PMC,UN,1,
3b6235d9-7b8,3b97a49b-88b,Retirada de guias de concreto,ML,69,
d23ab5df-a2e,3b97a49b-88b,Demolição de concreto simples e escória,M3,319.32,
a6ffcabb-9ad,3b97a49b-88b,"Escavação mecanizada solo qualquer categoria até 2,00m",M3,188.035,
23e1af19-ad7,3b97a49b-88b,"Transporte de material escavado (distância máxima 5,0 km)",M3xKM,925.49,
59069e83-c96,3b97a49b-88b,Reaterro de valas com próprio material escavado (sem compactação),M3,22.525,
d8f77f17-4ea,3b97a49b-88b,Arrancamento e reassentamento guias de concreto superficial,ML,477.5,
a01fa6a5-91f,3b97a49b-88b,Construção de guias de concreto inclusive base e cones de ancoragem,ML,367.8,
536bdd19-09a,3b97a49b-88b,Construção de sarjetas de acordo com o projeto,ML,425.3,
ea307585-0ce,3b97a49b-88b,Nivelamento de tampas de poço de visita e caixas,UN,37,
77698d83-e05,3b97a49b-88b,"Abertura e preparo de caixa até 0,40 mts (compactação, sub-base, transporte)",M2,8879.55,
5c4cdec1-96c,3b97a49b-88b,Assentamento lajota esp. 10cm sobre coxim de areia,M2,8879.55,
6dd0f284-138,3b97a49b-88b,Rejuntamento de lajotas sextavadas com asfalto e pedrisco,M2,8879.55,
479b0c12-c00,3b97a49b-88b,"Lastro de pedra britada 0,05 m de espessura",M3,222.856,
bf98f51a-7f1,3b97a49b-88b,"Concreto magro esp. 0,05 m desempenado (juntas de peroba)",M3,211.387,
9b82f2de-cfa,3b97a49b-88b,"Escavação campo aberto manual, inclusive compactação",M3,494.07,
f12d2caf-965,3b97a49b-88b,Boca de lobo com grelha de concreto inclusive escavação e reaterro,UN,3,
db8d13c0-0a2,3b97a49b-88b,"Assentamento e rejuntamento tubos Ø 0,30m simples",M,7.8,
6820b6c1-515,3b97a49b-88b,"Assentamento e rejuntamento tubos Ø 0,60 m concreto armado",M,3,
05fd353e-872,3b97a49b-88b,"Arrancamento, empilhamento e reassentamento sobre coxim de areia e asfalto",M2,1816.45,
9b0a0b74-4a1,3b97a49b-88b,"Fornecimento, plantio e conservação de árvores (2,00m a 2,50m)",UN,315,
2ef831f3-6e2,6101f7ac-380,Locação da obra,M2,90.52,
0c84659f-1e6,6101f7ac-380,Preparo de terreno,M2,6000,
c6013952-9dd,6101f7ac-380,Aterro com material de boa qualidade (medido na caixa),M3,1125.25,
dd8f8568-b14,6101f7ac-380,Aterro com bica corrida (medido no caminhão),M3,25.16,
4cc39584-6ba,6101f7ac-380,Aterro com areia (medido no caminhão),M3,136.32,
ec4aba72-f57,6101f7ac-380,"Transporte de material escavado (carga, descarga e espalhamento)",M3,809.91,
eed8b885-4ed,6101f7ac-380,Demolição de cobertura com telhas onduladas,M2,31.2,
2d9e52f7-7b2,6101f7ac-380,Escavação manual,M3,9.64,
9a153a2b-32b,6101f7ac-380,Escavação mecânica campo aberto,M3,2944.92,
599aec90-f7f,6101f7ac-380,Concreto Fck 150 kg/cm2 preparado em betoneira (incl. lançamento),M3,33.72,
3ed6f72d-de2,6101f7ac-380,"Lastro de concreto magro (espessura 0,05 m)",M2,65.59,
26e6adae-7eb,6101f7ac-380,Forma para fundação com tábua de pinho,M2,34.16,
996b0a31-d0b,6101f7ac-380,Forma comum para vigas e pilares,M2,413.33,
52239081-277,6101f7ac-380,Aço CA 50/60 (colocação e fornecimento),Kg,1874.18,
d286551c-590,6101f7ac-380,Impermeabilização de fundação,M2,33.55,
bb0e3da8-aa9,6101f7ac-380,Lastro de brita apiloado,M3,5.54,
a389a06a-3e7,6101f7ac-380,Alvenaria em bloco de concreto (espessura 9 cm),M2,23.26,
766eb63d-ab1,6101f7ac-380,Alvenaria em bloco de concreto (espessura 14 cm),M2,150.99,
01908d79-d9b,6101f7ac-380,Alvenaria de bloco de concreto aparente,M2,105.28,
4c0ddbbb-fe2,6101f7ac-380,"Muro de bloco aparente padrão PMC (H = 2,50 m)",M,336.47,
e29f553f-698,6101f7ac-380,Emboço,M2,30.02,
bfaadfb7-d82,6101f7ac-380,Chapisco,M2,323.69,
d070ef1a-083,6101f7ac-380,Revestimento de azulejo,M2,51.49,
d08d035d-8fb,6101f7ac-380,Revestimento de cimento queimado,M2,11.6,
28f1516f-168,6101f7ac-380,Piso de cimento queimado,M2,146.53,
e8f32c55-9fd,6101f7ac-380,Passeio em concreto Fck 150 Kgf/cm2 (esp. 7 cm incl. juntas e brita),M2,21.6,
eb877ca5-5e1,6101f7ac-380,Alvenaria de elemento vazado de concreto tipo NEO REX,M2,9.28,
ada584d9-a22,6101f7ac-380,Telhado com telhas de fibrocimento e PVC ondulado (incl. madeira),M2,95.41,
b9627ded-b03,6101f7ac-380,Porta de aço de enrolar,M3,5.98,
5789c4c1-f91,6101f7ac-380,Portão de estrutura tubular e tela galvanizada,M2,16.61,
d7664e90-aa9,6101f7ac-380,"Alambrado de tela galvanizada (altura 2,50 m)",M,226.1,
60d5ec5e-48b,6101f7ac-380,Plantio de grama batatais,M2,5423.92,
ba9e022d-efc,6101f7ac-380,Pintura a cal,M2,359.65,
e56ecee4-776,6101f7ac-380,Pintura a óleo,M2,297.48,
2c965fe4-565,6101f7ac-380,Instalações elétricas e hidráulicas completas para 3 vestiários,GL,1,
bfb9bf69-d15,ffccfba9-5eb,"Canteiro de obras com 15m2 inclusive luz, água, sanitário e placa de obra",un,1,
