id_servico,id_atestado,servico,unidade,quantidade,observacoes
34e506ce-006,b38548e4-853,Vidro comum em caixilhos com massa,m²,37.43,
3b19ee61-263,b38548e4-853,Viga de peroba rosa 6x16 para cobertura colocada incl. acess.,m,64.1,
30ea55d2-45e,00e2aa3b-323,"Abraçadeira galv. tipo ""D"" diam. 3/4"", inclusive fixação",un,34,
59baa497-c85,00e2aa3b-323,"Abraçadeira para lâmpada fluorescente, inclusive fixação",un,160,
1fb3e978-d83,00e2aa3b-323,Abrigo provisório com um pavimento para alojamento e depósito,m²,20.9,
73a55d0f-7c8,00e2aa3b-323,Apiloamento de paredes,m²,4.85,
3af09dc2-26d,00e2aa3b-323,Apiloamento de piso ou fundo de valas com maço de 30 kg,m²,393.58,
9c51189a-9cd,00e2aa3b-323,"Armadura para infra-estrutura CA-50 média diam. 6,35 a 9,52 mm",kg,451.24,
b78084f0-7d1,00e2aa3b-323,"Armadura para superestrutura CA-50 média diam. 6,25 a 9,52 mm",kg,656.68,
759e4a59-4bc,00e2aa3b-323,Assentamento de piso em ardósia com argamassa mista de cal,m²,188.91,
073bd3ea-4c9,00e2aa3b-323,"Azulejos, junta a prumo com cimento colante",m²,25.38,
af839dc1-432,00e2aa3b-323,Blocos de concreto aparente com argamassa mista com cal hidratada esp. 9 cm,m²,104.36,
fb6c15aa-90b,00e2aa3b-323,Blocos de concreto com argamassa mista com cal hidratada esp. 14 cm,m²,17.06,
8e6f2101-f20,00e2aa3b-323,"Cabeçote em alumínio diam. 1 1/2""",un,1,
daf4d342-a40,00e2aa3b-323,Cabo de cobre nu seção = 35 mm²,m,300,
5902c2e7-7bb,00e2aa3b-323,"Cabo isolado em PVC 750 v, 16 mm²",m,50,
8e5bf8ff-454,00e2aa3b-323,"Caixa em alvenaria 0,30x0,30x0,70 m",pç,9,
74aff749-6b5,00e2aa3b-323,"Caixa tipo III, padrão Eletropaulo",un,1,
0b0f70fb-c2b,00e2aa3b-323,Cal em 3 demãos,m²,201,
49f6d04c-011,00e2aa3b-323,Chapisco com argamassa de cimento e areia sem peneirar 1:3,m²,277.35,
f1fc6006-e4c,00e2aa3b-323,Cobertura de telhas onduladas de fibrocimento,m²,117.56,
703db6b5-394,00e2aa3b-323,Concreto estrutural com betoneira controle tipo B FCK 150 MPA (Fundação),m³,24.79,
c795bde7-92e,00e2aa3b-323,Concreto estrutural com betoneira controle tipo B FCK 150 MPA (Superestrutura),m³,15.63,
808bf7e6-865,00e2aa3b-323,"Condulete em alumínio, inclusive fixação",un,9,
0bc705f6-627,00e2aa3b-323,Conjunto interruptor duas teclas simples 10 A 250 v,un,2,
8b845633-2f9,00e2aa3b-323,Conjunto interruptor uma tecla simples e tomada universal 10 A 250 v,un,6,
d1a4f29c-a6b,00e2aa3b-323,"Contrapiso p/ revestimento vinílico, argamassa cimento/areia E=3 cm",m²,200.44,
be84c5b0-b9b,00e2aa3b-323,Cuba de louça de embutir completa,un,14,
85259d43-267,00e2aa3b-323,Cumeeira normal de fibrocimento para telha ondulada,m,18.7,
826bb9a7-b11,00e2aa3b-323,Demolição de alvenaria de tijolos comuns com argamassa mista,m³,62.2,
14613662-9a4,00e2aa3b-323,Demolição de cobertura com telhas onduladas de fibrocimento,m²,117.56,
09acfa11-187,00e2aa3b-323,Demolição de concreto armado com martelete pneumático,m³,2.03,
af7b846f-3f3,00e2aa3b-323,Demolição de concreto simples,m³,33.09,
dd84f031-cbf,00e2aa3b-323,Demolição de estrutura de madeira para telhados,m²,32.2,
712a323c-85f,00e2aa3b-323,Demolição de forro de tábuas de pinho,m²,50,
490fc41b-779,00e2aa3b-323,Demolição de piso cerâmico sem lastro de concreto,m²,27.72,
fb63f154-f87,00e2aa3b-323,Demolição de piso cimentado sem lastro de concreto,m²,159.64,
d04e785a-683,00e2aa3b-323,Demolição de revestimento com argamassa,m³,5.48,
82df6cbc-0df,00e2aa3b-323,Demolição de revestimento com azulejos,m²,6.97,
c82da935-aa3,00e2aa3b-323,Disjuntor monopolar em quadro de distribuição 32A,un,6,
792b50aa-63b,00e2aa3b-323,Eletroduto de PVC roscável diam. 25 mm,m,70,
dd0dac0a-a4d,00e2aa3b-323,Emassamento de paredes internas com 2 demãos com massa à óleo,m²,226.09,
621db2d9-a48,00e2aa3b-323,"Emboço com argamassa mista, cimento, cal, areia 1:2:9",m²,239.01,
283b71db-1b1,00e2aa3b-323,Esmalte em duas demãos em esquadrias de ferro,m²,291.16,
968d3398-3e7,00e2aa3b-323,Esmalte em duas demãos em esquadrias de madeira,m²,201,
297a49c2-5af,00e2aa3b-323,"Escavação manual de valas em terra até 2,00m",m³,32.23,
7e3c298c-e69,00e2aa3b-323,Estrutura de madeira para telha ondulada,m²,186.26,
e955e54b-61f,00e2aa3b-323,Ferragens para armário embutido com fechadura cromada,un,18,
4c61ded4-63f,00e2aa3b-323,"Fio isolado em PVC para 750 v, 2,5 mm²",m,888,
0ce29122-a81,00e2aa3b-323,"Fio isolado em PVC para 750 v, 4 mm²",m,30,
3a4c526b-33f,00e2aa3b-323,"Forma com chapa compensada, plastificada utilização 5 vezes",m²,656.68,
d5f53b53-4d5,00e2aa3b-323,Forma de tábuas de pinho utilização 2 vezes,m²,68.39,
119d66d6-4c2,00e2aa3b-323,Fornecimento e instalação de venezianas translúcidas de PVC - COMOVET,m²,19.17,
6f0416f9-6ad,00e2aa3b-323,Grades de ferro de proteção,m²,17.36,
d19b43fa-514,00e2aa3b-323,"Haste de aterramento diam. 5/8""x2,40 m com conector",pç,3,
d36340dc-a8f,00e2aa3b-323,Impermeabilização de baldrame com materiais fibro-asfáltico,m²,52.91,
f421e9d2-e1f,00e2aa3b-323,Interruptor uma tecla simples 10A 250 v,un,5,
cc236009-d45,00e2aa3b-323,Isolação térmica em painéis rígidos de fibra de vidro,m²,96.94,
3f2e40aa-2a8,00e2aa3b-323,"Janela de madeira uma folha 0,90x2,10 completa inclusive batente",un,1,
a71ee33f-d61,00e2aa3b-323,Lançamento e aplicação de concreto em fundação,m³,24.79,
b14194a1-5ff,00e2aa3b-323,Lançamento e aplicação de concreto em estrutura,m³,15.63,
60937c28-a2e,00e2aa3b-323,Lastro de brita 3 e 4 apiloado manualmente,m³,29.96,
dbc4f0d1-4e5,00e2aa3b-323,Lastro de concreto para piso cimentado E= 5 cm,m²,134.96,
249b20bb-1be,00e2aa3b-323,"Latex acrílico, duas demãos sem massa corrida (Interno)",m²,764.25,
9e5515ce-df7,00e2aa3b-323,Latex em duas demãos em paredes externas sem massa,m²,845.47,
246f6bba-eee,00e2aa3b-323,Limpeza geral,m²,624,
d7595282-182,00e2aa3b-323,Locação de obra,m²,72,
0408c55b-4d2,00e2aa3b-323,Luminária fluorescente completa 2x40 W,un,9,
42172ccb-b26,00e2aa3b-323,Luminária fluorescente completa 4x40 W,un,4,
80045086-9cf,00e2aa3b-323,Mastro de ferro galvanizado a fogo com 15 m de altura,pç,1,
25967abf-306,00e2aa3b-323,Para-raio tipo Franklin,pç,3,
ac5e46b5-b67,00e2aa3b-323,Pintura a cal em 3 demãos,m²,201,
ae37a39f-75e,00e2aa3b-323,Piso cerâmico comum com argamassa mista de cal hidratada,m²,52.91,
8e0d1c94-397,00e2aa3b-323,Piso com pedras naturais (regularização de base),m²,188.91,
1785fe4b-934,00e2aa3b-323,Placa vinílica 30x30 cm E=2 mm,m²,182.06,
f6fe3e90-a26,00e2aa3b-323,Placas indicativas de obra,m²,4.5,
fa9da7d2-db5,00e2aa3b-323,Porta de armário sob pia,m²,9.8,
b318844c-018,00e2aa3b-323,"Porta de madeira uma folha 0,80x2,10",un,1,
4d2cdbaa-929,00e2aa3b-323,"Porta de madeira uma folha 1,00x2,10",un,1.2,
f541ee30-abc,00e2aa3b-323,Porta-papel de louça branca 15x15 cm,un,4,
f939911a-195,00e2aa3b-323,Poste de concreto com 7 m de altura padrão Eletropaulo,un,1,
8e7979b6-8ab,00e2aa3b-323,Quadro de distribuição de luz embutido até 36 divisões,un,1,
1e21eeab-796,00e2aa3b-323,"Ralo sifonado de PVC BR, infantil incl. acessórios",un,5,
9074dc74-f68,00e2aa3b-323,Rasgo em alvenaria para tubulações diam. 15 a 25 mm,m,13.73,
9c7f4231-ff2,00e2aa3b-323,Reaterro apiloado de valas,m³,18.65,
1ae9dda0-dcd,00e2aa3b-323,Reboco com argamassa de cal em 3 demãos,m²,201,
d4c4d710-9cb,00e2aa3b-323,Reboco com argamassa pré-fabricada,m²,210.94,
656b971e-505,00e2aa3b-323,Rejuntamento para azulejo com argamassa pré-fabricada E=3 mm,m²,25.38,
e6a8d356-f0b,00e2aa3b-323,Remoção de aparelhos sanitários,un,4,
a5cf9f55-9b5,00e2aa3b-323,"Remoção, recuperação e reassentamento de brinquedos",un,1,
f73d3232-53d,00e2aa3b-323,Retirada de folha de porta,m²,15.12,
2ca88350-55a,00e2aa3b-323,Rodapé vinílico 5 cm,m,140.05,
b59448c4-4aa,00e2aa3b-323,Rufo de fibrocimento para telha ondulada,m,19.17,
2d1fe68a-fc1,00e2aa3b-323,Seccionador fusível tripolar em quadro até 125A,un,1,
30e01f37-eb7,00e2aa3b-323,Tábuas de pinho para fundações utilização 5 vezes,m²,18.53,
8d4b90a2-657,00e2aa3b-323,Tapume de chapa de madeira compensada,m²,94.97,
f02fce00-ddf,00e2aa3b-323,Telha de fibrocimento ondulada 6 mm inclinação 27%,m,18.7,
5f99b997-571,00e2aa3b-323,Telhas de fibrocimento onduladas (Cobertura),m²,316.16,
fcc8da20-7e4,00e2aa3b-323,Tinta esmalte em paredes internas duas demãos sem massa corrida,m²,593.88,
a79defba-e7a,00e2aa3b-323,Tomada universal 10 A 250 v,un,19,
25b22814-4d6,00e2aa3b-323,Torneira de pressão cromada uso geral,un,5,
f9361e76-191,00e2aa3b-323,Transporte de material exceto rocha em caminhão até 5 km,m³,97,
43da1f41-2c1,00e2aa3b-323,"Tubo de PVC branco para esgoto diam. 100 mm (4"")",m,23,
9f200f7b-b70,00e2aa3b-323,"Tubo de PVC branco para esgoto diam. 40 mm (1 1/2"")",m,42.8,
489d2585-457,00e2aa3b-323,"Tubo de PVC branco para esgoto diam. 50 mm (2"")",m,9.5,
f6eb2ae6-2c0,00e2aa3b-323,"Vaso sanitário de louça BR, infantil incl. acessórios",un,5,
51a5f6f8-f03,00e2aa3b-323,Verga reta de concreto armado,m²,1,
4ccb1f06-793,00e2aa3b-323,Vidro comum em caixilhos com massa,m²,186.26,
d5b542d4-619,fe714e4c-a01,Alteamento de caixas de passagem em passeios,un,32,
ec41bbfe-a66,fe714e4c-a01,Apiloamento (volume medido na caixa),m³,75.7,
e0b686b7-ac7,fe714e4c-a01,"Assentamento de guias, inclusive retirada e limpeza",m,150.4,
3fbfa438-86d,fe714e4c-a01,"Demolição de pisos (ladrilhos), inclusive lastros",m²,3974.25,
602ea93d-845,fe714e4c-a01,Execução de regularização de base para pisos (ladrilhos),m²,3974.25,
db9df8c8-611,fe714e4c-a01,"Fornecimento e assentamento de ladrilhos, 1 e 2 cores",m²,3050.42,
a398bc03-de1,fe714e4c-a01,"Lastro de concreto magro com 0,05 cm de espessura, inclusive preparo da caixa",m³,186.56,
e2a18d14-11a,fe714e4c-a01,"Lastro de pedra britada 2 e 3, inclusive apiloamento",m³,75.7,
510d609f-4d9,fe714e4c-a01,"Passeios em concreto desempenado fck, de acordo com as especificações técnicas",m²,849.57,
16c540c2-50c,fe714e4c-a01,"Piso cimentado com 1,5 cm de espessura, inclusive regularização de base",m²,562.65,
f5662594-1b4,fe714e4c-a01,"Transporte de material, em distância máxima de 5km, inclusive carga, descarga e espalhamento (volume medido no caminhão)",m³,796.15,
57e558e1-d78,609ecfa7-6cf,Foram realizados atendimentos a 4.392 solicitações de serviços.,un,4.392 solicitações de serviços.,
16991e6c-a46,65b80749-d28,"Abertura de caixa até 0,40m inclusive transporte de material até 1,0 km",m²,5718.18,
e3d3f963-a37,65b80749-d28,Apiloamento de fundo de vala com maço de 30 kg,m²,7.02,
e68e97cf-3e0,65b80749-d28,"Armadura CA-50 média diam. 6,35 a 9,52 mm (1/4"" a 3/8"")",kg,71.82,
602df2ae-c92,65b80749-d28,"Arrancamento e reassentamento de guias de concreto, inclusive transporte",m,360.5,
aac4de52-1bc,65b80749-d28,Assentamento de lajotas sextavadas de concreto sobre coxim de areia de rio,m²,5717.68,
9b84719e-6be,65b80749-d28,Aterro com areia de cava ou de rio,m³,729.06,
65d8e8b0-9d7,65b80749-d28,Boca de lobo em alvenaria sem grelha,un,2,
db207512-15e,65b80749-d28,Carga manual de entulho em caminhão,m³,12.17,
b6d5b209-d22,65b80749-d28,"Concreto estrutural pré-misturado FCK 18,0 MPA",m³,0.92,
27526979-163,65b80749-d28,"Construção de passeios em concreto simples (abertura, lastro, juntas sarrafo 2m)",m²,1545.62,
084d150a-94f,65b80749-d28,Construção de sarjeta ou sarjetão de concreto,m³,17.56,
bf51336c-c97,65b80749-d28,Demolição de sarjetas ou sarjetão,m2,123.35,
7441402d-ce7,65b80749-d28,"Escavação manual de valas em terra até 2,00 m",m³,6.31,
4afc400c-545,65b80749-d28,Lastro de pedra britada apiloado,m³,10.59,
a3457b6a-440,65b80749-d28,Placa da obra (padrão PMC),un,1,
3231dc36-ee0,65b80749-d28,Reaterro apiloado de valas,m³,4.95,
55719f1f-e65,65b80749-d28,Reforma de boca de lobo com grelha de concreto,un,16,
ec332afd-51e,65b80749-d28,Reforma de poço de visita,un,6,
2dc573d9-9d2,65b80749-d28,Rejuntamento de lajota com asfalto e pedrisco,m²,5717.68,
416bae84-b83,65b80749-d28,"Tábuas de pinho para fundações, utilização 5 vezes",m²,2.88,
72f0c10d-f78,65b80749-d28,Transporte de material qualquer categoria,m³,15.71,
ddadd2e7-4a7,65b80749-d28,Transporte de material remanescente inclusive carga/descarga/espalhamento (10 km),m³,49.91,
a876c672-084,65b80749-d28,"Tubos de concreto simples, diam. 300 mm",m,5.5,
ee34e1e9-5c6,033a55c1-6af,Abrigo provisório com 1 pavimento para alojamento e depósito,m²,25.41,
55bdf75a-5b6,033a55c1-6af,"Alvenaria com bloco de concreto de 9x19x39 cm, com argamassa mista",m²,22.82,
61c2409d-59a,033a55c1-6af,Apiloamento de fundo com maço de 30 kg,m²,224.14,
b43bb85b-aba,033a55c1-6af,"Assentamento de tubo rígido de PVC 6"", junta soldada esgoto",m,334,
ae145de9-832,033a55c1-6af,"Blocos de concreto 14x19x39 cm, argamassa mista com cal hidratada esp. 14 cm",m²,98.92,
f5f522bb-56f,033a55c1-6af,Blocos hexagonais de concreto sobre coxim de areia,m²,453.9,
2ff32ccc-a6d,033a55c1-6af,Boca de lobo em alvenaria,un,8,
0395ea29-dad,033a55c1-6af,Caixa de inspeção em alvenaria para a rede de esgoto,un,54,
c3ecefc9-ba7,033a55c1-6af,"Concreto estrutural com betoneira, controle tipo B-fck 15,0 MPA para fundação",m³,4.55,
455fe6e2-fd4,033a55c1-6af,Demolição de pavimentação com paralelepípedos rejuntados com asfalto,m²,75.75,
03a28b4d-3b1,033a55c1-6af,"Escavação manual de valas em terra até 2,00 m",m³,318.55,
d85c97f0-c63,033a55c1-6af,Formas de tábua de pinho para fundação,m²,36.28,
7b6060de-c7a,033a55c1-6af,Guias pré-fabricadas e sarjetas de concreto,m,348.4,
62ebd0bb-6de,033a55c1-6af,Instalação da placa da obra,m²,4.5,
d2031e90-226,033a55c1-6af,Lançamento e aplicação de concreto em fundação,m³,4.55,
06997e6c-428,033a55c1-6af,Lastro de brita 3 e 4 apiloado manualmente,m³,49.68,
342208d5-f94,033a55c1-6af,Lastro de concreto para piso cimentado inclusive preparo de caixa E=5 cm,m³,216.12,
29d5db6b-669,033a55c1-6af,Ligação provisória de água e sanitário,un,1,
a9229401-687,033a55c1-6af,"Poço de visita diâmetro 1m, profundidade 2,00 m",un,4,
d77469f9-34a,033a55c1-6af,"Preparo de caixa até 0,40 m para pavimentação",m²,453.9,
e4f204ab-d86,033a55c1-6af,Reaterro apiloado de valas,m³,90.7,
ab36f66d-dab,033a55c1-6af,Rejuntamento de blocos hexagonais de concreto com asfalto,m²,529.65,
0de86d16-fca,033a55c1-6af,"Transporte de material exceto rocha em caminhão até 0,5 km",m³,290.41,
f13600b6-857,033a55c1-6af,"Tubo de concreto simples diâmetro 400 mm (citado como 40 mm no texto, provável erro material de digitação no original)",m,136,
b68b8f20-acd2-4014-ab19-dfe277ae7373,2c0fe2b8-2d3,Concreto,,0.0,
