item_id,categoria,nome,descricao,tamanho,ca,unidade,ativo,observacoes,criado_em,atualizado_em
ITEM_1084d6a76eef,Uniforme,Camisa manga Longa,Camisa manga longa cor marrom,G,,un,sim,,2026-07-29T14:40:43,2026-07-29T14:40:43
